,final_cell_type_B cells,final_cell_type_CD4,final_cell_type_CD4 Treg,final_cell_type_CD8,final_cell_type_Collagen CAF,final_cell_type_IDO_CD4,final_cell_type_IDO_CD8,final_cell_type_IFN CAF,final_cell_type_Ki67_CD4,final_cell_type_Ki67_CD8,final_cell_type_PD1 CD4,final_cell_type_PDPN CAF,final_cell_type_SMA CAF,final_cell_type_TCF1/7 CD4,final_cell_type_TCF1/7 CD8,final_cell_type_dCAF,final_cell_type_endothelial,final_cell_type_high endothelial venules (HEV),final_cell_type_hypoxic CAF,final_cell_type_hypoxic tCAF,final_cell_type_iCAF,final_cell_type_lymphatic endothelial,final_cell_type_mCAF,final_cell_type_myeloid,final_cell_type_neutrophils,final_cell_type_tCAF,final_cell_type_vCAF,roi_id
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_13
final_cell_type_vCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.566792068979963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18027922297672022,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_13
final_cell_type_B cells,-0.011698264576604766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2731692169177469,0.0,0.0,-0.2002714055810168,-0.37907968835062467,0.0,0.0,0.0,0.0,0.0,0.0,-0.7512347363896511,-0.24086167805643854,0.0,-0.5301670420779128,NSCLC_ALL_88_A_A3_14
final_cell_type_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_CD4 Treg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6031733216086201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2574273157486381,0.0,0.0,0.13560240931440043,NSCLC_ALL_88_A_A3_14
final_cell_type_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_Collagen CAF,0.0,0.0,0.0,0.0,-0.2552385588689656,0.0,0.0,0.0,0.0,0.0,0.0,-0.9472856933929349,-0.5262374421327403,0.0,0.0,-0.2885131666926309,-0.5002810341889163,0.0,0.2878113024887178,0.0,0.0,0.0,-0.40055574385119364,-0.5393891436447913,-0.5711867089985972,0.0,-0.6854297072153999,NSCLC_ALL_88_A_A3_14
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_IDO_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_IFN CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_Ki67_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_Ki67_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_PDPN CAF,0.0,0.0,0.0,0.0,-0.9472856933929349,0.0,0.0,0.0,0.0,0.0,0.0,0.4596820417263394,-0.49790874607672486,0.0,0.0,0.0,-0.2850522587977594,0.0,0.0,0.0,0.0,0.0,0.0,-0.23124151717042957,0.0,0.0,-0.533043378727057,NSCLC_ALL_88_A_A3_14
final_cell_type_SMA CAF,-0.9721432943584212,0.0,-0.0011146365103434498,0.0,-0.4440509374777619,0.0,0.0,0.0,0.0,0.0,0.0,-0.4309621516979426,-0.3781438190955794,0.0,0.0,-0.6173841410324268,-0.8292764408841109,0.0,-0.9949379425837936,0.0,0.0,0.0,-0.42850022151429956,-0.5471795175433263,-0.29784513896579434,0.0,-0.7132835463503034,NSCLC_ALL_88_A_A3_14
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_TCF1/7 CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_dCAF,-0.2002714055810168,0.0,0.0,0.0,-0.2305213252040336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6843306307350119,0.0,0.0,0.08798595461754644,-0.4713896141882401,0.0,0.0,0.0,0.0,0.0,-0.13285771440823582,-0.8155924289922789,-0.42928631859721916,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_endothelial,-0.37907968835062467,0.0,0.0,0.0,-0.5002810341889163,0.0,0.0,0.0,0.0,0.0,0.0,-0.2850522587977594,-0.8640383028681193,0.0,0.0,-0.4713896141882401,-0.4749011647617518,0.0,0.0,0.0,0.0,0.0,-1.516488350376506,-0.43598281706603764,-0.9089400891206658,0.0,-0.35420473892111404,NSCLC_ALL_88_A_A3_14
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_hypoxic CAF,0.0,0.0,0.0,0.0,0.2878113024887178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9949379425837936,0.0,0.0,0.0,0.0,0.0,1.016329921801898,0.0,0.0,0.0,0.13003127750421312,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_hypoxic tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_iCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_lymphatic endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_mCAF,0.0,0.0,0.0,0.0,-0.36579372161470325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4469835765609692,0.0,0.0,-0.19084957714095965,-1.516488350376506,0.0,-0.0918172574963551,0.0,0.0,0.0,-0.10327143461070776,-1.0648990085199352,-0.07565727601918434,0.0,-1.0648785451419929,NSCLC_ALL_88_A_A3_14
final_cell_type_myeloid,-0.9273247708617302,0.0,-0.2574273157486381,0.0,-0.6574879858035296,0.0,0.0,0.0,0.0,0.0,0.0,-0.2769989255478611,-0.634329353049038,0.0,0.0,-0.9405302188076359,-0.5004406166717013,0.0,0.0,0.0,0.0,0.0,-1.0648990085199352,-0.46454792300899206,-0.6789987549325031,0.0,-0.36742490644698766,NSCLC_ALL_88_A_A3_14
final_cell_type_neutrophils,0.06016793949926704,0.0,0.0,0.0,-0.5711867089985972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42278358816000633,0.0,0.0,-0.42928631859721916,-0.9089400891206658,0.0,0.0,0.0,0.0,0.0,-0.07565727601918434,-0.6789987549325031,0.1319583875075166,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_vCAF,-0.5301670420779128,0.0,0.13560240931440043,0.0,-0.5604914968112759,0.0,0.0,0.0,0.0,0.0,0.0,-0.533043378727057,-0.8893736832911577,0.0,0.0,0.0,-0.35420473892111404,0.0,0.0,0.0,0.0,0.0,-1.0648785451419929,-0.33266287803908207,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_14
final_cell_type_B cells,0.6541214174140537,0.0,0.07806215974638266,0.0,-0.8033056797956013,0.0,0.0,-0.7864258259463784,0.0,0.0,0.0,-0.36838485072667543,-0.6255943971558816,0.0,0.0,-1.310613169760333,-0.5505398828627601,0.0,0.0,0.0,-0.4344886485532211,0.0,0.0,-0.5902668840492468,-0.8501403092980371,0.0,-0.487941730508531,NSCLC_ALL_88_A_A3_16
final_cell_type_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_CD4 Treg,-0.09802891788641502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510951058775184,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_Collagen CAF,-0.6752765711851848,0.0,0.0,0.0,-0.012189134533168737,0.0,0.0,-0.1906614159153354,0.0,0.0,0.0,0.0,-0.8969790127973387,0.0,0.0,-0.6521175162252296,-0.5597385696624769,0.0,-0.5910106841272006,0.0,-0.11626283629071296,0.0,0.0,-0.34664272407015184,-0.5096578946780759,0.0,-0.7794940018211309,NSCLC_ALL_88_A_A3_16
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_IDO_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_IFN CAF,-0.7864258259463784,0.0,0.0,0.0,-0.1671803555220089,0.0,0.0,-0.1895932454130975,0.0,0.0,0.0,0.0,-0.5816908874789336,0.0,0.0,-0.5066104704593438,-0.7038285156887898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25276151971396865,0.0,-0.36687684027832057,NSCLC_ALL_88_A_A3_16
final_cell_type_Ki67_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_Ki67_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_PDPN CAF,-0.36838485072667543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3918145677606305,-0.46338027766133,0.0,0.0,0.0,0.5609602234975735,0.0,0.0,0.3953042068691875,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_SMA CAF,-0.5908324319669167,0.0,-0.2926614412734418,0.0,-0.8591907373922333,0.0,0.0,-0.5816908874789336,0.0,0.0,0.0,0.0,0.15137388994801357,0.0,0.0,-0.5592175719369397,-0.09324997843814938,0.0,0.0,0.0,-0.9287405299713789,0.0,-0.22381491555409724,-1.0845906343779261,-0.16826325933456956,0.0,-0.2551225254041715,NSCLC_ALL_88_A_A3_16
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_TCF1/7 CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_dCAF,-0.8634608468235232,0.0,0.0,0.0,-0.5757294847818704,0.0,0.0,-0.5066104704593438,0.0,0.0,0.0,-0.3918145677606305,-0.6228864032817001,0.0,0.0,-0.01337249448969048,-0.8475397139938969,0.0,-0.2552843458823735,0.0,0.0,0.0,0.0,-0.9128077267569916,0.0,0.0,-0.44203155610007594,NSCLC_ALL_88_A_A3_16
final_cell_type_endothelial,-0.5768687251568864,0.0,0.0,0.0,-0.6080430638395367,0.0,0.0,-0.7038285156887898,0.0,0.0,0.0,-0.46338027766133,-0.08757285253752756,0.0,0.0,-0.7603900941301212,-0.1260118998735664,0.0,-0.6281579960812994,0.0,-0.2849886015975708,0.0,0.0,-0.3829337493634612,-0.16543652112295623,0.0,-0.1290185117998853,NSCLC_ALL_88_A_A3_16
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_hypoxic CAF,0.0,0.0,0.0,0.0,-0.5910106841272006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2552843458823735,-0.6281579960812994,0.0,0.0,0.0,0.0,0.0,0.742247776314658,0.0,0.0,0.0,-0.12051495842437072,NSCLC_ALL_88_A_A3_16
final_cell_type_hypoxic tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_iCAF,-0.49248042680769544,0.0,0.510951058775184,0.0,-0.21892502682622786,0.0,0.0,0.0,0.0,0.0,0.0,0.5609602234975735,-0.9287405299713789,0.0,0.0,0.0,-0.2849886015975708,0.0,0.0,0.0,-0.08884116493449007,0.0,0.0,0.05437802018186699,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_lymphatic endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_mCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22381491555409724,0.0,0.0,0.0,0.0,0.0,0.742247776314658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_myeloid,-0.5902668840492468,0.0,0.0,0.0,-0.2954903088202514,0.0,0.0,0.0,0.0,0.0,0.0,0.3953042068691875,-1.0845906343779261,0.0,0.0,-0.6117795075836792,-0.3829337493634612,0.0,0.0,0.0,0.05437802018186699,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_neutrophils,-0.8501403092980371,0.0,0.0,0.0,-0.5554152292118011,0.0,0.0,-0.25276151971396865,0.0,0.0,0.0,0.0,-0.16826325933456956,0.0,0.0,-1.1723087307667237,-0.130674463760214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1399235597429934,0.0,-0.03231553941596409,NSCLC_ALL_88_A_A3_16
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_16
final_cell_type_vCAF,-0.487941730508531,0.0,0.0,0.0,-0.8464403558126514,0.0,0.0,-0.36687684027832057,0.0,0.0,0.0,0.0,-0.2551225254041715,0.0,0.0,-0.44203155610007594,-0.18337609618586637,0.0,-0.12051495842437072,0.0,0.0,0.0,0.0,0.0,-0.12922543546336307,0.0,-0.06755925373905161,NSCLC_ALL_88_A_A3_16
final_cell_type_B cells,-0.14838662847698028,0.0,0.0,-0.35339563635759746,-0.8680683677091453,0.0,0.0,0.0,0.0,0.0,0.0,-0.7622956048873613,-0.6290040874844961,0.0,-0.3002756414201861,-1.0199114038385986,0.0,0.0,0.0,0.0,-0.849133342585053,0.0,-0.9937531349223304,-0.3052590853955613,-0.2516587242362673,0.0,-0.5801597365798495,NSCLC_ALL_88_A_A3_3
final_cell_type_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9201585995839437,0.0,0.0,0.0,0.3123525994566398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_CD4 Treg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_CD8,-0.39915301804096226,0.0,0.0,-0.17280099748884242,-0.6417534360145244,0.0,0.0,0.0,0.0,-0.49548721427220327,0.0,-0.41112555214648644,-0.6902205281961078,0.0,-0.2503948153287495,-0.3676140868868379,-1.0648147689361331,0.0,0.0,0.0,-0.895775440641307,0.0,-1.2445412814417192,-0.9540259444354251,0.0,0.0,-0.22906076034613138,NSCLC_ALL_88_A_A3_3
final_cell_type_Collagen CAF,-0.8680683677091453,0.0,0.0,-0.6417534360145244,-0.3332381921380175,0.0,0.0,0.0,0.0,0.0,0.0,-0.22911497115702736,-0.4195112889323853,0.0,0.2277972374316119,-0.7857963543571959,-0.18183261074482845,0.0,0.0,0.0,-0.6144884507740664,0.0,0.0,-0.4698879512793359,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_IDO_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_IFN CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_Ki67_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_Ki67_CD8,0.0,0.0,0.0,-0.49548721427220327,-0.0141077144626071,0.0,0.0,0.0,0.0,0.0,0.0,0.3837344147848484,-0.4938288079159363,0.0,0.0,0.0,-0.25856532537862037,0.0,0.0,0.0,-0.2123798951086257,0.0,0.0,0.14807753172853594,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_PDPN CAF,0.0,0.0,0.0,-0.41112555214648644,-0.22911497115702736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.808057656096622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061365526579464244,0.0,0.0,0.0,0.0,0.0,0.6512090795219844,NSCLC_ALL_88_A_A3_3
final_cell_type_SMA CAF,-0.6290040874844961,-0.9201585995839437,0.0,-0.649792060310564,-0.3403302330558282,0.0,0.0,0.0,0.0,-0.4938288079159363,0.0,-0.631967327551226,-0.29437970145472037,0.0,-0.9464415330786814,-0.478034257023299,-0.34859233952598223,0.0,0.0,0.0,-0.6915744159335317,0.0,-0.22721974854927263,-0.6981789295273867,-0.053843413751741696,0.0,-0.18613696597570906,NSCLC_ALL_88_A_A3_3
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_TCF1/7 CD8,-0.3002756414201861,0.0,0.0,-0.2503948153287495,0.2277972374316119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07906599450632408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_dCAF,-1.0199114038385986,0.0,0.0,-0.49255248599265294,-0.7857963543571959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42532805572164556,0.0,0.07906599450632408,-0.33539879572401576,-0.7314932171831308,0.0,0.0,0.0,0.0,0.0,0.0,-0.6212128469781155,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_endothelial,0.0,0.3123525994566398,0.0,-1.0648147689361331,-0.18183261074482845,0.0,0.0,0.0,0.0,-0.25856532537862037,0.0,0.0,-0.3743995437985179,0.0,-0.01461495845721669,-0.7314932171831308,0.07650001524370732,0.0,0.0,0.0,-0.6574187115415056,0.0,-0.5292624078418893,-0.7161204253331794,0.33637402607431305,0.0,0.18406803938620184,NSCLC_ALL_88_A_A3_3
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_hypoxic CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_hypoxic tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_iCAF,-0.8077409363760203,-0.41765606719143833,0.0,-0.844623297786259,-0.6144884507740664,0.0,0.0,0.0,0.0,-0.2123798951086257,0.0,-0.12831223284223808,-0.646496251672377,0.0,0.0,-0.9882157793145455,-0.5191165515605616,0.0,0.0,0.0,-0.26931663977999937,0.0,-0.6610240512165264,-0.8474982418984137,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_lymphatic endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_mCAF,-0.9937531349223304,0.0,0.0,-0.9435150990472723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22721974854927263,0.0,0.0,0.0,-0.4043240385048209,0.0,0.0,0.0,-0.6610240512165264,0.0,0.15619295603883493,0.0,-0.14542588473617868,0.0,-0.17272418329917386,NSCLC_ALL_88_A_A3_3
final_cell_type_myeloid,-0.22607798552937092,0.0,0.0,-0.9540259444354251,0.007232449197322727,0.0,0.0,0.0,0.0,0.14807753172853594,0.0,0.0,-0.5732407347995837,0.0,0.0,-0.14409280259599522,-0.7161204253331794,0.0,0.0,0.0,-0.6714080018136945,0.0,0.0,0.0,0.1410482604556278,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_neutrophils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0238802231488292,0.0,0.0,0.0,0.21143535619107673,0.0,0.0,0.0,0.0,0.0,0.15560380741266763,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_3
