,final_cell_type_B cells,final_cell_type_CD4,final_cell_type_CD4 Treg,final_cell_type_CD8,final_cell_type_Collagen CAF,final_cell_type_IDO_CD4,final_cell_type_IDO_CD8,final_cell_type_IFN CAF,final_cell_type_Ki67_CD4,final_cell_type_Ki67_CD8,final_cell_type_PD1 CD4,final_cell_type_PDPN CAF,final_cell_type_SMA CAF,final_cell_type_TCF1/7 CD4,final_cell_type_TCF1/7 CD8,final_cell_type_dCAF,final_cell_type_endothelial,final_cell_type_high endothelial venules (HEV),final_cell_type_hypoxic CAF,final_cell_type_hypoxic tCAF,final_cell_type_iCAF,final_cell_type_lymphatic endothelial,final_cell_type_mCAF,final_cell_type_myeloid,final_cell_type_neutrophils,final_cell_type_tCAF,final_cell_type_vCAF,roi_id
final_cell_type_vCAF,-0.5801597365798495,0.0,0.0,-0.5300900200662232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6512090795219844,-0.2275295844653481,0.0,0.0,0.0,0.30900670492941096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5515428481857926,0.0,0.0,NSCLC_ALL_88_A_A3_3
final_cell_type_B cells,0.0,0.0,0.0,0.0,0.10429725328342435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13054268943112632,0.0,0.0,-0.5390862234363396,-0.37159423970432454,0.0,-0.342144194886673,0.06698280885146245,0.0,0.0,0.0,0.0,0.0,0.0,-0.019344745969223077,NSCLC_ALL_88_A_A3_4
final_cell_type_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_4
final_cell_type_CD4 Treg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_4
final_cell_type_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1483878743019676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_4
final_cell_type_Collagen CAF,0.10429725328342435,0.0,0.0,0.0,0.309353501321805,0.0,0.0,0.0,0.0,0.0,0.0,-0.32176542276266534,-0.11849805250452837,0.0,0.0,-0.5282949011720142,0.243358052705967,0.0,-1.392377318329002,-0.8719276002260241,-0.8573574657485107,0.0,0.2008214340249862,0.0,-0.1120291168025602,0.0,0.21792161714451863,NSCLC_ALL_88_A_A3_4
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_4
final_cell_type_IDO_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_4
final_cell_type_IFN CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6189768223993054,-0.5116276377363981,0.0,0.0,0.21517885769813322,0.0,0.0,0.0,-0.20004619910089594,NSCLC_ALL_88_A_A3_4
final_cell_type_Ki67_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_4
final_cell_type_Ki67_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_4
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_4
final_cell_type_PDPN CAF,0.0,0.0,0.0,0.0,-0.32176542276266534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_4
final_cell_type_SMA CAF,-0.13054268943112632,0.0,0.0,0.0,-0.11849805250452837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30666333464098733,0.0,0.0,-0.5862302337997365,-0.15341973479478643,0.0,-1.1290497284402528,-1.7591354273372375,-0.2852317623750692,0.0,-0.7100739238358414,0.0,0.0,0.0,-0.25712795786426784,NSCLC_ALL_88_A_A3_4
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_4
final_cell_type_TCF1/7 CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_4
final_cell_type_dCAF,-0.5390862234363396,0.0,0.0,0.0,-0.5019660486740954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5192836834547567,0.0,0.0,-0.13073551932243185,-0.9056078767762407,0.0,-0.9175461148363029,-0.6918577570033471,-0.23636060303154643,0.0,-1.1196018761149837,0.0,-0.8525656267648368,0.0,-0.9541857599708407,NSCLC_ALL_88_A_A3_4
final_cell_type_endothelial,-0.37159423970432454,0.0,0.0,0.0,0.243358052705967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11563122543095913,0.0,0.0,-0.8264272131552527,0.09644270907702751,0.0,0.0,0.0,-0.47430347904365233,0.0,0.16348331907663533,0.0,0.09422861713577818,0.0,0.1574489076120292,NSCLC_ALL_88_A_A3_4
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_4
final_cell_type_hypoxic CAF,-0.342144194886673,0.0,0.0,0.0,-1.3343867112510854,0.0,0.0,-0.31794772982648095,0.0,0.0,0.0,0.0,-1.2673502344871046,0.0,0.0,-1.0005195937014753,0.0,0.0,0.25650206148757815,0.14279764165871986,-0.9891360922401065,0.0,-1.6240151376710128,0.0,-0.4020264001013915,0.0,-1.5172889074892606,NSCLC_ALL_88_A_A3_4
final_cell_type_hypoxic tCAF,0.06698280885146245,0.0,0.0,0.0,-1.048017242389351,0.0,0.0,-0.5116276377363981,0.0,0.0,0.0,0.0,-1.7591354273372375,0.0,0.0,-0.8265555541012162,0.0,0.0,0.14147155156328514,0.20559374430319505,-0.7887322750819357,0.0,0.0,0.0,-0.6449077152846184,0.0,-1.4739171085143148,NSCLC_ALL_88_A_A3_4
final_cell_type_iCAF,0.0,0.0,0.0,0.0,-0.7112303235283499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2589028729209746,0.0,0.0,-0.2556657242078803,-0.4285461179287448,0.0,-0.9891360922401065,-0.7887322750819357,-0.041846425965984306,0.0,-0.46686703959939174,0.0,0.0,0.0,-0.6019732007426987,NSCLC_ALL_88_A_A3_4
final_cell_type_lymphatic endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_4
final_cell_type_mCAF,0.0,0.0,0.0,0.0,0.22309781506096354,0.0,0.0,0.21517885769813322,0.0,0.0,0.0,0.0,-0.7100739238358414,0.0,0.0,-0.8185747403956107,0.09093270612040993,0.0,-1.6240151376710128,0.0,-0.46686703959939174,0.0,-0.16736896569151735,0.0,0.09601861471391918,0.0,0.19540964774761296,NSCLC_ALL_88_A_A3_4
final_cell_type_myeloid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_4
final_cell_type_neutrophils,0.0,0.0,0.0,0.0,-0.1120291168025602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8525656267648368,0.09422861713577818,0.0,-0.3148764236553365,-0.3438786782760092,0.0,0.0,0.09601861471391918,0.0,0.3555203218683565,0.0,0.06469181499739994,NSCLC_ALL_88_A_A3_4
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_4
final_cell_type_vCAF,-0.019344745969223077,0.0,0.0,0.0,0.22982083333764108,0.0,0.0,-0.5010755063818304,0.0,0.0,0.0,0.0,-0.2713683708096446,0.0,0.0,-0.8572765285914127,0.19316443601841904,0.0,-1.5842333152349395,-1.6500019010862406,-0.5672112280858764,0.0,0.2288333827210088,0.0,0.06469181499739994,0.0,0.0682217007212009,NSCLC_ALL_88_A_A3_4
final_cell_type_B cells,-0.005650307929572023,0.0,0.0,0.0,-0.11372321933877821,0.0,0.0,0.0,0.0,0.0,0.0,-0.6423109571236025,-0.829923694716352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2808302122625015,0.2762180699769681,0.0,-1.1760910795465673,-0.1915240303105547,0.0,0.0,NSCLC_ALL_88_A_A3_6
final_cell_type_CD4,0.0,0.0,0.45645869797890926,-0.045636320658740376,-0.5411863293276539,0.0,0.0,0.0,0.0,0.0,0.0,-0.2915961881983448,-1.0019462459506314,0.0,0.0,-0.43385664960245446,0.0,0.0,0.0,0.0,-0.3566396855463109,0.0,-0.22175038506521905,-0.9502887964264448,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_6
final_cell_type_CD4 Treg,0.0,0.45645869797890926,0.0,0.0,-0.04402434642187935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_6
final_cell_type_CD8,0.0,-0.045636320658740376,0.0,0.0,0.0,0.0,0.0,0.0,0.021341260714068694,0.0,0.0,-0.20702103777400074,-0.6163531151620476,0.0,0.0,-0.14513232961693504,0.0,0.0,0.0,0.0,-0.06790645012225889,0.0,0.0,-0.48550672161752717,0.0,0.0,-0.5933929050425233,NSCLC_ALL_88_A_A3_6
final_cell_type_Collagen CAF,-0.28981419624618804,-0.1432472266434047,0.2570054089282623,0.0,-0.010500684678285514,0.0,0.0,0.0,-0.7746783231912161,0.0,0.0,-0.6640580425030265,-0.667906066496788,0.0,0.0,-1.244750713660971,0.0,0.0,0.0,0.0,-0.866240931412092,0.0,-0.7307544362777434,-0.7621439301549086,-0.23267410290590534,0.0,-0.579928193872275,NSCLC_ALL_88_A_A3_6
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_6
final_cell_type_IDO_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_6
final_cell_type_IFN CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_6
final_cell_type_Ki67_CD4,0.0,0.0,0.0,0.021341260714068694,-0.7746783231912161,0.0,0.0,0.0,0.0,0.0,0.0,-0.5250767680348338,-1.235366637338289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28932190647492145,0.0,0.0,-0.28067148333902825,0.0,0.0,-0.8145412225435097,NSCLC_ALL_88_A_A3_6
final_cell_type_Ki67_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_6
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_6
final_cell_type_PDPN CAF,-0.6423109571236025,-0.2915961881983448,0.0,-0.42886932103834297,-0.8603515426516193,0.0,0.0,0.0,-0.8261053087076646,0.0,0.0,-0.08485448898400831,-0.5231180462339665,0.0,0.0,-0.18229619929783952,0.0,0.0,0.0,0.0,-0.917716938686109,-0.3551252930037015,-0.48118963799563386,-0.6375546251264056,-0.22615092932469114,0.0,-0.5992433174758145,NSCLC_ALL_88_A_A3_6
final_cell_type_SMA CAF,-0.6258048129400275,-1.0019462459506314,0.0,-0.7132626793449272,-0.6526661696496229,0.0,0.0,0.0,0.0,0.0,0.0,-0.4676008921977095,-0.26235210599514336,0.0,0.0,-0.363347181324018,-0.2250642196131048,0.0,0.0,0.0,-0.6282528486127438,-0.46257602458593405,-0.3465667580725546,-0.6917917556885149,-0.6936085291803337,0.0,-0.2976577489672786,NSCLC_ALL_88_A_A3_6
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_6
final_cell_type_TCF1/7 CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_6
final_cell_type_dCAF,-0.6592040698436428,-0.13282724361149678,0.0,-0.14513232961693504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18229619929783952,-0.2907966684229344,0.0,0.0,-0.057649885019381966,-0.1687434998518524,0.0,0.0,0.0,-0.28127171148656566,0.0,0.0,-0.7508549033444176,0.0,0.0,-0.1385357058784579,NSCLC_ALL_88_A_A3_6
final_cell_type_endothelial,0.0,0.0,0.0,-0.08136644901306343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1928795883276454,0.0,0.0,-0.1687434998518524,0.0,0.0,0.0,0.0,-0.09150138159679713,0.0,-0.25758550721705303,-0.5091759037746761,0.0,0.0,0.03615336993148175,NSCLC_ALL_88_A_A3_6
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_6
final_cell_type_hypoxic CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_6
final_cell_type_hypoxic tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_6
final_cell_type_iCAF,-0.2808302122625015,-0.3566396855463109,0.0,-0.06790645012225889,-1.1672677353644376,0.0,0.0,0.0,-0.28932190647492145,0.0,0.0,-0.917716938686109,-0.6740101341542125,0.0,0.0,-0.28127171148656566,-0.39253084111187153,0.0,0.0,0.0,-0.20388844164416042,0.0,0.0,0.0,0.0,0.0,-0.3620767864822925,NSCLC_ALL_88_A_A3_6
final_cell_type_lymphatic endothelial,0.5772479506837159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3551252930037015,-0.46257602458593405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41159214626132157,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_6
final_cell_type_mCAF,0.0,-0.22175038506521905,0.0,0.0,-0.3328158294206931,0.0,0.0,0.0,0.0,0.0,0.0,-0.3842798880168455,-0.23742250300497636,0.0,0.0,0.0,-0.25758550721705303,0.0,0.0,0.0,0.0,0.0,-0.10957919122563597,0.0,0.0,0.0,-0.46961759668297437,NSCLC_ALL_88_A_A3_6
final_cell_type_myeloid,-1.1760910795465673,-0.9502887964264448,0.0,-0.6615973165315762,-0.6829631026860564,0.0,0.0,0.0,-0.28067148333902825,0.0,0.0,-0.5583736932655144,-0.7319087721988542,-0.425777643673129,0.0,-0.7508549033444176,-0.685266461488323,0.0,0.0,0.0,-0.6733603110162428,-0.41159214626132157,0.0,-0.3021412198689017,-0.7087825594250057,0.0,-0.6259746247508494,NSCLC_ALL_88_A_A3_6
final_cell_type_neutrophils,-0.4925533509679595,0.0,0.0,0.0,-0.23267410290590534,0.0,0.0,0.0,0.0,0.0,0.0,-0.22615092932469114,-0.5387072126440152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665884686013279,0.0,-0.7087825594250057,-0.20130743239168153,0.0,-0.5156071721235759,NSCLC_ALL_88_A_A3_6
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_6
final_cell_type_vCAF,0.0,-0.8820870055097648,0.0,-0.5933929050425233,-0.7907805273955237,0.0,0.0,0.0,0.0,0.0,0.0,-0.6661898194485748,-0.3161411171886591,0.0,0.0,-0.1385357058784579,0.12330347299491673,0.0,0.0,0.0,-0.3620767864822925,-0.3435958281313185,-0.7706463117830169,-0.6559377170197969,-0.4186974438379101,0.0,0.085750952618689,NSCLC_ALL_88_A_A3_6
final_cell_type_B cells,-0.041907429124847115,-1.0619832559782387,-1.65569232448365,-0.6473858297817354,-0.9939555971487285,0.0,0.0,0.0,0.0,-1.136794648464083,0.0,-0.7238514714730352,-0.8409046654329013,0.0,-0.619934578310412,-0.8126964276975575,-0.9366272393167878,0.0,0.0,0.0,-0.613761214541559,-0.2995377251416039,-0.9313289422203861,-1.167690089359478,-0.6159889266456269,0.0,-0.5737988155799476,NSCLC_ALL_88_A_A3_7
final_cell_type_CD4,-1.0619832559782387,0.0,0.0,-0.402936260633731,-0.1532178129210611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.589059452409552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41361811673782356,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_7
final_cell_type_CD4 Treg,-1.3546721565120472,0.0,0.0,-0.39359517013005124,-0.18133407826618378,0.0,0.0,0.0,0.0,0.0,0.0,-0.5836942895328008,-1.1812304163534548,0.0,-0.08511816197410266,-0.3516173678307037,-0.808994209078944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3641278600604601,0.0,0.0,NSCLC_ALL_88_A_A3_7
final_cell_type_CD8,-0.6433831050187059,-0.703965158000142,-0.5185335484290784,-0.3720830423820635,-0.5314075181252298,0.0,0.0,0.0,-0.6070890067173446,-0.6019059534605953,0.0,-0.6781849697871711,-0.5430966691362793,0.0,-0.4527177281476399,-0.5981969539692026,-0.7534500188167308,0.0,0.0,0.0,0.0,0.0,0.0,-0.8084750365987453,-0.8430231998934672,0.0,-1.1180342298668922,NSCLC_ALL_88_A_A3_7
final_cell_type_Collagen CAF,-0.9834902654448485,-0.1532178129210611,-0.07659886903625347,-0.44807057008340506,0.18267354178265252,0.0,0.0,0.0,-0.232265589450239,-0.40308298432341105,0.0,-0.19113791788501694,-0.7004316155399642,0.0,-0.48787779904370554,-0.5521652079678744,-0.1903919492186192,0.0,0.0,0.0,0.0,0.0,0.10356339802878346,-0.5003707548190466,-0.7689973572729054,0.0,0.0,NSCLC_ALL_88_A_A3_7
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_7
final_cell_type_IDO_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_7
final_cell_type_IFN CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3001457491592253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_7
final_cell_type_Ki67_CD4,-1.266640087654107,0.0,0.0,-0.43099833346569494,-0.834323356597627,0.0,0.0,0.0,0.7718517246589781,0.31125554179523673,0.0,-0.4975577752574585,-0.7929384115789422,0.0,-0.0038584012963151122,0.0,0.054857493856517475,0.0,0.0,0.0,0.0,0.0,0.22053329546578754,0.0,-0.2794881294381986,0.0,0.7514178068818439,NSCLC_ALL_88_A_A3_7
final_cell_type_Ki67_CD8,-1.136794648464083,0.0,0.0,-0.4769676509929836,-0.5280213547085071,0.0,0.0,0.0,0.31125554179523673,0.0,0.0,0.031272096757476185,-0.48657840346044556,0.0,0.0,-0.43503028748566763,-0.11504312739839266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4114171792265705,NSCLC_ALL_88_A_A3_7
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_7
final_cell_type_PDPN CAF,-0.6344514880602221,0.0,-0.5836942895328008,-0.7045137791348566,-0.2325305356025224,0.0,0.0,0.0,-0.4975577752574585,-0.1905763834444702,0.0,0.5868421796813459,-1.0940704644842205,0.0,0.005216456818276135,-0.6624891374104321,-0.8179235547435085,0.0,0.0,0.0,0.0,0.0,0.0,-0.6390107211186451,-1.2755802072793696,0.0,-0.2294501537417573,NSCLC_ALL_88_A_A3_7
final_cell_type_SMA CAF,-0.8491771334979525,-0.589059452409552,-1.1812304163534548,-0.48985133217939775,-0.6846374261707671,0.0,0.0,0.0,-0.49190976392585267,-0.48657840346044556,0.0,-1.0940704644842205,0.11927200926278284,0.0,-0.6894083278772443,-0.5203695327416533,-0.009481722030869716,0.0,0.0,0.0,0.0,0.0,-0.28093807440814367,-0.3075723803696032,-0.2938098545389843,0.0,-0.1575868828519963,NSCLC_ALL_88_A_A3_7
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_7
final_cell_type_TCF1/7 CD8,-0.5619428576037875,0.0,-0.08511816197410266,-0.4527177281476399,-0.6340053004998627,0.0,0.0,0.0,-0.0038584012963151122,0.0,0.0,-0.04054098606359847,-0.5924987397066906,0.0,-0.1944122717940751,-0.7629071301058825,-0.3169265788833204,0.0,0.0,0.0,0.0,0.0,0.0,-0.43955169103504843,0.0,0.0,0.09131014077063562,NSCLC_ALL_88_A_A3_7
final_cell_type_dCAF,-0.81922725210645,0.0,-0.3004649538157607,-0.5551624841774554,-0.5426199237276583,0.0,0.0,-0.3001457491592253,0.0,-0.43503028748566763,0.0,-0.6113368367985526,-0.6075193886143719,0.0,-1.3649595738330365,-0.18050084121698862,-1.0916364180449216,0.0,0.0,0.0,-0.6909620346871278,0.09880561917983226,-1.1325151989177509,-0.4074420661782111,-0.8679550098274333,0.0,-0.4740323522193187,NSCLC_ALL_88_A_A3_7
final_cell_type_endothelial,-0.9366272393167878,0.0,0.0,-0.6021830675147707,-0.14580988224879515,0.0,0.0,0.0,0.27670609036875116,-0.11504312739839266,0.0,-0.6418332475785349,0.023310759083220767,0.0,-0.3169265788833204,-0.9455099147007302,0.10311474847892865,0.0,0.0,0.0,-0.24845500611381477,0.0,0.011768487033024055,-0.26208391920175045,-0.05355181548677532,0.0,0.0679741641574853,NSCLC_ALL_88_A_A3_7
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_7
final_cell_type_hypoxic CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_7
final_cell_type_hypoxic tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_7
final_cell_type_iCAF,-0.613761214541559,0.0,0.0,0.0,-0.6591184467351485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24845500611381477,0.0,0.0,0.0,0.0,0.0,0.0,0.40434054588651513,-0.10656537585242155,0.0,0.0,NSCLC_ALL_88_A_A3_7
final_cell_type_lymphatic endothelial,-0.2995377251416039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09880561917983226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_88_A_A3_7
final_cell_type_mCAF,-1.0562664429057813,0.41361811673782356,0.0,-1.1744723151852519,0.04557149993015706,0.0,0.0,0.0,0.22053329546578754,0.05574554681597121,0.0,0.0,-0.360119154591706,0.0,-0.26535816398266954,-0.831488149513214,0.011768487033024055,0.0,0.0,0.0,0.0,0.0,0.263854892609937,0.0,-0.24257283609336455,0.0,0.0,NSCLC_ALL_88_A_A3_7
